"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
43313,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","Strange javac behaviour when using javac from 1.3.1_09","2003-09-19 05:29:14"
310213,"JDT","Core","frederic_fusier","VERIFIED","FIXED","AIOOBE in IndexSelector.initializeIndexLocations()","2010-04-27 08:59:02"
401003,"JDT","Core","srikanth_sankaran","RESOLVED","WORKSFORME","[1.8][spec] Master bug to track specification issues.","2014-01-07 09:05:05"
451352,"JDT","Core","jdt-core-inbox","CLOSED","DUPLICATE","[jdt] NPE in Sorting.sortSuper","2018-12-30 17:27:01"
6586,"JDT","Core","philippe_mulet","RESOLVED","FIXED","NullPointerException when resource modification done before java model is open","2002-01-14 10:37:44"
264776,"JDT","Core","jarthana","VERIFIED","WONTFIX","ExternalPackageFragmentRoot does not expose its content consistently","2011-01-25 11:16:08"
366544,"JDT","Core","satyam.kandula","VERIFIED","FIXED","[index] Test testUseIndexInternalJarAfterRestart failed on Mac and Linux","2012-01-24 10:13:02"
107814,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED"," @SuppressWarnings(""unused"") requires additional  //$NON-NLS-1$","2005-10-31 05:56:51"
229682,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[formatter] New comment put text over the max line length in some cases","2008-05-14 02:10:12"
96063,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","[compiler] Null pointer analysis needed in autoboxing/autounboxing","2009-08-30 02:33:51"
132831,"JDT","Core","kent_johnson","VERIFIED","FIXED","[1.5][compiler] Compiler generate brige when not needed","2006-04-14 04:58:48"
506424,"JDT","Core","jarthana","RESOLVED","DUPLICATE","[1.9] AIOOBE at ModuleBinding.getDeclaredPackage on creating inner type in default package","2016-10-24 06:15:29"
545333,"JDT","Core","manpalat","RESOLVED","INVALID","[12] result expression absence error in ecj while javac compiles","2019-07-29 04:21:51"
32225,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","incorrect delta after deleting 2 fields","2003-02-25 07:32:15"
428071,"JDT","Core","srikanth_sankaran","VERIFIED","FIXED","[1.8][compiler] Bogus error about incompatible return type during override","2014-02-21 05:07:07"
484055,"JDT","Core","register.eclipse","VERIFIED","FIXED","incorrect warning for nullable array parameter in overriding method","2016-01-27 04:24:02"
47419,"JDT","Core","jerome_lanneluc","RESOLVED","WORKSFORME","ResolveTest.testLocalNameForClassFile fails","2003-12-12 06:07:00"
411359,"JDT","Core","jdt-core-inbox","NEW"," ---","Javadoc hover may eat up lots of CPU resources","2013-06-24 05:36:31"
10674,"JDT","Core","Olivier_Thomann","RESOLVED","DUPLICATE","AST API request : method binding for ClassInstanceCreation","2002-03-04 12:22:07"
38088,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","package protected classes not recognized properly","2003-05-27 05:00:04"
198652,"JDT","Core","jdt-core-inbox","VERIFIED","INVALID","Sometime Fail to regenerate the class file when build automatically option is on","2008-09-15 09:04:45"
3226,"JDT","Core","philippe_mulet","RESOLVED","WORKSFORME","JCL dev - Need Throwable to define Object (1GATSA2)","2005-05-17 06:04:20"
166490,"JDT","Core","philippe_mulet","RESOLVED","WORKSFORME","[1.5][compiler] Generics works not like in JDK 1.5","2006-12-01 12:47:58"
243411,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler] Various bugs in ""Comparing identical operands"" problem detection","2016-01-14 12:59:35"
343637,"JDT","Core","amj87.iitr","VERIFIED","FIXED","[1.7] Already used exception offered again in a Mulicatch block","2011-08-05 02:54:36"
550354,"JDT","Core","manpalat","RESOLVED","FIXED","[13] yield in a non-paranthesized if block is flagged as an error","2019-08-26 04:33:29"
77249,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","Annotation on class cancels ""public"" modifier","2004-11-04 04:28:05"
100182,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[1.5][compiler] unecessary cast in case of boxing","2006-01-10 10:29:16"
143212,"JDT","Core","david_audel","VERIFIED","FIXED","IAE in log","2006-08-04 11:16:25"
210498,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Extra type in hierarchy when focusing on local class","2007-12-12 09:46:28"
514499,"JDT","Core","jdt-core-inbox","NEW"," ---","Problem with Java Index","2017-03-31 04:06:25"
435281,"JDT","Core","srikanth_sankaran","VERIFIED","FIXED","[1.8][code assist] No import or completion proposal for anonymous class inside lambda","2014-11-18 05:40:01"
493423,"JDT","Core","register.eclipse","CLOSED","DUPLICATE","Null pointer exception from searching for references","2016-05-11 10:45:20"
537593,"JDT","Core","manpalat","VERIFIED","FIXED","Eclipse cannot make up its mind if there is synthetic access code involved or not","2018-08-23 01:38:44"
26677,"JDT","Core","david_audel","VERIFIED","FIXED","Code Assist - expected type must be qualified.","2002-12-17 10:53:06"
52038,"JDT","Core","kent_johnson","RESOLVED","WORKSFORME","Indexer crashed","2004-02-18 13:08:17"
80742,"JDT","Core","srikanth_sankaran","VERIFIED","DUPLICATE","Open declaration fails on generic methods when target classfile compliance=1.4 and selected jre=1.5","2010-12-07 12:28:32"
421040,"JDT","Core","shankhba","VERIFIED","FIXED","[dom] TypeBinding.getDeclaredModifiers simply delegates to getModifiers()","2013-12-10 03:24:16"
473629,"JDT","Core","jarthana","VERIFIED","WORKSFORME","Static Imports are sorted not in ASCII order","2017-02-15 11:11:07"
521815,"JDT","Core","jarthana","RESOLVED","FIXED","NPE when static import of a type is used","2017-09-08 11:35:36"
15087,"JDT","Core","philippe_mulet","RESOLVED","WONTFIX","NPE when methods from the outermost enclosing class is invoked in a anonymous class","2002-05-06 11:43:40"
42213,"JDT","Core","kent_johnson","RESOLVED","DUPLICATE","NullPointerException while importing binary projects or rebuilding","2003-08-28 16:22:45"
305597,"JDT","Core","jdt-core-inbox","NEW"," ---","[compiler] String concat shouldn't always call StringBuilder.toString()","2015-11-23 14:49:10"
5885,"JDT","Core","philippe_mulet","RESOLVED","DUPLICATE","Code assist should only fully qualify if needed","2002-01-11 09:22:47"
260031,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","Wrong type for class constants in stackmap frames","2009-04-29 05:52:40"
362775,"JDT","Core","jesper","VERIFIED","DUPLICATE","[type hierarchy] Type hierarchy does not show sub type that exists","2013-03-12 06:23:35"
106466,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[1.5][compiler] Type parameter followed by other types in bound - rejected by javac, accepted by Eclipse","2006-03-21 08:57:02"
226151,"JDT","Core","jdt-core-inbox","NEW"," ---","[search] constructor declaration match reported as synthetic method reference","2013-01-29 09:34:28"
72188,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","invalid compile error for an  inherited protected field within static classes","2004-08-18 16:08:30"
94729,"JDT","Core","david_audel","RESOLVED","WORKSFORME","[Code Assist]  Some issues with Static Import","2006-05-02 09:31:50"
130353,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","Need way to specify Discouraged keep looking Access Rule","2009-08-30 02:20:50"
502077,"JDT","Core","sxenos","RESOLVED","FIXED","[newindex] Add new tracing options to detect changes in the invalid archive cache and resolved classpath cache","2016-10-04 13:38:32"
544242,"JDT","Core","jarthana","REOPENED"," ---","[12] Only one error expected when Switch Expressions preview feature is used","2019-08-27 00:03:58"
83695,"JDT","Core","Olivier_Thomann","RESOLVED","INVALID","Error in parsing code that is bad formatted","2005-01-26 10:15:26"
427105,"JDT","Core","srikanth_sankaran","RESOLVED","FIXED","[1.8][builder] Differences between incremental and full builds in method contract verification in the presence of type annotations","2014-02-21 05:59:33"
482193,"JDT","Core","stephan.herrmann","VERIFIED","INVALID","[compiler][null] Compiler error for @NonNull annotations on fully qualified types","2015-12-08 04:01:56"
530024,"JDT","Core","stephan.herrmann","VERIFIED","DUPLICATE","[9][model] CCE in MEmber.getNameRange","2018-01-23 01:54:55"
324367,"JDT","Core","jarthana","VERIFIED","FIXED","IJavaProject.findPackageFragmentRoots(IClasspathEntry cpe) returns empty list","2010-12-07 03:42:58"
407251,"JDT","Core","mateusz.matela","VERIFIED","FIXED","[Formatter] Content of {@link} is wrapped leading to wrong hrefs","2018-01-24 03:32:29"
9452,"JDT","Core","Olivier_Thomann","RESOLVED","FIXED","IllegalArgumentException when creating an AST for TestCase.java","2002-02-12 11:05:04"
195551,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","Multi-valued annotation value; trailing , excepted - rejected by javac","2007-07-05 12:57:40"
280497,"JDT","Core","jarthana","VERIFIED","FIXED","Incorrect null result for IJavaProject.getClasspathEntryFor(IPath)","2010-05-27 17:45:32"
381345,"JDT","Core","srikanth_sankaran","RESOLVED","FIXED","[1.8] Take care of the Java 8 major version","2013-02-16 20:09:20"
164091,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[model] Possible NullPointerException in JavaProjectElementInfo.","2006-12-12 05:19:40"
239250,"JDT","Core","jdt-core-inbox","NEW"," ---","[implementation] Deadlock importing user library","2011-03-29 09:08:24"
549144,"JDT","Core","jdt-core-inbox","CLOSED","DUPLICATE","Type hierarchy not showing method references","2019-07-10 12:26:39"
99375,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","Compiler error using Annotations","2005-06-16 14:05:02"
140476,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","JDOM: IDOMType.setSuperInterfaces(new String [0]) fails to remove existing implements clause","2006-09-12 06:39:40"
512469,"JDT","Core","jdt-core-inbox","NEW"," ---","java.lang.VerifyError: JVMVRFY012 Stackform inkonsistent error while profiling","2017-02-23 11:57:52"
36438,"JDT","Core","philippe_mulet","VERIFIED","FIXED","null == null causes java.lang.VerifyError","2003-10-16 07:49:25"
65871,"JDT","Core","david_audel","VERIFIED","FIXED","Missing SUPER_INTERFACE_TYPES_PROPERTY in EnumDeclaration","2004-06-11 09:43:02"
88219,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[1.5][search] Problems with IJavaSearchConstants","2005-03-30 16:53:22"
120766,"JDT","Core","david_audel","VERIFIED","FIXED","problems when using classes of the same name","2007-08-03 06:52:59"
433063,"JDT","Core","jdt-core-inbox","CLOSED","DUPLICATE","StackOverflowError in nullAnnotatedReadableName during Decoration Calculation, Save, and Build","2014-04-24 19:38:18"
490988,"JDT","Core","sasikanth.bharadwaj","VERIFIED","FIXED","[compiler] Able to compile Interface.super construct in 1.7 project while using classes defined in 1.8 project","2016-08-25 01:28:52"
536081,"JDT","Core","stephan.herrmann","VERIFIED","NOT_ECLIPSE","Java Editor could not see method inherited from super class","2018-08-23 00:30:36"
25539,"JDT","Core","jerome_lanneluc","RESOLVED","FIXED","Unexpected inaccurate search results","2002-11-25 07:49:07"
80028,"JDT","Core","kent_johnson","VERIFIED","FIXED","Ambiguous method error where javac succeeds","2004-12-15 20:29:07"
339913,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","[compiler] Misleading error message for annotations inside a method body","2011-04-25 05:55:33"
419057,"JDT","Core","anchakrk","RESOLVED","FIXED","ITypeBinding#getModifiers() misses implicit ""static"" for class member interface","2013-11-05 00:15:36"
471825,"JDT","Core","mateusz.matela","NEW"," ---","[formatter] IndexOutOfBoundsException in TokenManager on applying formatter to code having errors","2019-04-03 14:03:01"
520651,"JDT","Core","stephan.herrmann","RESOLVED","FIXED","[9] module-info.class has a type as its child","2018-01-09 07:07:02"
14037,"JDT","Core","Olivier_Thomann","RESOLVED","FIXED","Internal Error doing java search","2002-05-16 14:22:53"
301405,"JDT","Core","srikanth_sankaran","CLOSED","DUPLICATE","Warning ""Comparing identical expressions"" does not take into account that Float.NaN != Float.NaN is true.  Same for Double.NaN.","2010-03-08 06:22:22"
395051,"JDT","Core","stephan.herrmann","VERIFIED","FIXED","Access restriction on method invocation: error range too big","2019-02-21 04:06:26"
443921,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","[test][model] testSuggestConstantFieldName001 Failed","2019-09-12 00:37:54"
5068,"JDT","Core","jerome_lanneluc","RESOLVED","FIXED","search: missing method reference","2002-01-11 09:22:07"
176472,"JDT","Core","maxime_daniel","VERIFIED","FIXED","[compiler][null] extraneous error in case of a labeled while(true) statement","2007-04-27 10:11:57"
255626,"JDT","Core","jdt-core-inbox","NEW"," ---","[javadoc] Compiler may flag ignored javadoc comments","2013-01-29 09:34:41"
357958,"JDT","Core","srikanth_sankaran","VERIFIED","INVALID","[compiler] Bad code is not flagged with an error","2011-12-05 01:57:52"
151389,"JDT","Core","tomasz.zarna","ASSIGNED"," ---","[search] does not find reference to private binary member from anonymous","2018-10-10 18:38:16"
221539,"JDT","Core","satyam.kandula","VERIFIED","FIXED","[javadoc] doesn't detect non visible inner class","2011-09-12 01:41:29"
70975,"JDT","Core","philippe_mulet","RESOLVED","FIXED","[1.5] Type mismatch when compiling against binary generic method","2005-01-11 11:02:09"
500234,"JDT","Core","atrookey","RESOLVED","FIXED","[newindex] Fix test failures in CompletionTests2.testBug151500b and testBug151500c","2016-10-04 13:38:08"
543240,"JDT","Core","jarthana","RESOLVED","FIXED","[12] Second Case Constant in a switch label is reported as missing","2019-01-24 00:42:00"
426078,"JDT","Core","stephan.herrmann","RESOLVED","FIXED","[1.8] VerifyError when conditional expression passed as an argument","2014-01-20 19:19:13"
480128,"JDT","Core","jdt-core-inbox","NEW"," ---","[organise imports] inserts import for inner class","2015-10-19 10:38:18"
20532,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Declaration of member binary type not found","2002-06-20 11:16:45"
45365,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","Eclipse compiler rejects valid code","2003-10-22 08:59:14"
320633,"JDT","Core","Olivier_Thomann","CLOSED","DUPLICATE","[DOM/AST] Missing types inside parameterized type reference stops AST creation","2010-08-05 18:35:46"
405254,"JDT","Core","anchakrk","RESOLVED","INVALID","[1.8[code assist] Annotations suggested in super and reference expressions","2013-11-30 19:57:02"
459344,"JDT","Core","manpalat","VERIFIED","FIXED","CompilationUnit#findDeclaringNode(..) finds ExpressionMethodReference instead of MethodDeclaration","2015-03-18 02:08:21"
274898,"JDT","Core","david_audel","VERIFIED","FIXED","[recovery] IllegalArgumentException in ASTNode#setSourceRange()","2009-08-27 14:53:47"
376768,"JDT","Core","amj87.iitr","NEW"," ---","relevance of special proposals after instanceof check is too low","2012-04-16 14:41:17"
110657,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","[DOM] wrong position for single variable declaration inside enhanced for statement","2005-10-30 07:30:48"
236445,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","NPE in content assist","2008-08-29 04:00:01"
138098,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","parameterized types under java 6","2009-08-30 02:05:38"
64522,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","Extra undocumented block comment problem on non-empty method","2009-08-30 02:18:24"
87165,"JDT","Core","jdt-core-inbox","NEW"," ---","[model] IType#getDeclaringType() does not work for anonymous binary type","2014-03-13 14:07:43"
118462,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Stale build path errors","2006-04-05 06:00:51"
431016,"JDT","Core","stephan.herrmann","VERIFIED","DUPLICATE","[null][loop] Invalid ""Possible null pointer access""","2014-12-10 00:40:22"
488803,"JDT","Core","jdt-core-inbox","CLOSED","DUPLICATE","EclipseFileManager#getDefaultBootclasspath() relies on old java versioning scheme","2016-03-02 03:56:30"
534223,"JDT","Core","jdt-core-inbox","NEW"," ---","Getting ""Inconsistent classfile encountered: The undefined type parameter K is referenced ""","2018-05-01 05:42:42"
24583,"JDT","Core","philippe_mulet","RESOLVED","DUPLICATE","build output filters does not prevent compilation of ignored output folders","2002-10-28 08:57:13"
79311,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[1.5] Search engine does not find types referenced by methods with generic argument types","2004-12-06 04:42:22"
335986,"JDT","Core","jarthana","VERIFIED","FIXED","No expected event fired when removing a JAR file from a classpath container","2011-04-26 10:13:10"
470206,"JDT","Core","jarthana","NEW"," ---","java.lang.IllegalArgumentException for ""java.lang.Class<capture#3-of ?>"" in Signature.checkNextChar (1006)","2018-05-21 06:07:00"
519147,"JDT","Core","stephan.herrmann","VERIFIED","FIXED","[1.8][inference] Unknown error during inference","2018-02-15 01:09:15"
12762,"JDT","Core","jerome_lanneluc","RESOLVED","FIXED","Performance - Signature#createTypeSignature should be implemented in term of char[]","2002-04-11 09:37:59"
205917,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","JavaCore#create(String, WorkingCopyOwner) should deal with null owner","2008-08-06 13:51:12"
295177,"JDT","Core","Olivier_Thomann","CLOSED","DUPLICATE","System.console().readPassword() gives java.lang.NullPointerException","2009-11-15 20:46:15"
441196,"JDT","Core","mateusz.matela","VERIFIED","WORKSFORME","Format selection is almost always adding a blank line above the line where the selection begins","2019-08-21 07:16:35"
173338,"JDT","Core","jdt-core-inbox","NEW"," ---","[DOM] bindings should be adapted to missing binary type support","2015-11-23 14:47:41"
251227,"JDT","Core","srikanth_sankaran","VERIFIED","DUPLICATE","[compiler] Fup of bug 115814, comparing doubles should not be flagged","2010-04-26 14:37:41"
102939,"JDT","Core","jdt-core-inbox","VERIFIED","DUPLICATE","Organize imports deletes comments","2011-09-13 05:18:22"
149454,"JDT","Core","david_audel","NEW"," ---","[1.5][assist] expected type not available when completing from within type arguments","2019-05-05 13:57:52"
69776,"JDT","Core","philippe_mulet","RESOLVED","FIXED","[1.5] VerifyError: Incompatible object argument for function call","2005-01-11 11:02:58"
92315,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[search] NPE in MethodLocator.matchReportReference","2005-05-12 10:33:39"
127078,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","[compiler] inappropriate error location for QualifiedNameReferences","2006-02-15 07:42:19"
498586,"JDT","Core","stephan.herrmann","VERIFIED","INVALID","Ecipse compiler not compatible with javac 1.8 with generics and and ternary operator","2016-08-02 05:02:14"
541453,"JDT","Core","stephan.herrmann","VERIFIED","FIXED","[11][test] testBug537033 fails on Java 11","2018-11-28 23:53:55"
55088,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","IAE when using ICU.reconcile(GET_AST_TRUE, ...)","2004-05-18 11:18:05"
82423,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","better error message for ""A resource exists with a different case""","2009-08-30 02:39:56"
424628,"JDT","Core","srikanth_sankaran","RESOLVED","FIXED","[1.8][compiler] Multiple method references to inherited method throws LambdaConversionException","2014-01-14 09:42:55"
478346,"JDT","Core","stephan.herrmann","ASSIGNED"," ---","[compiler] intermittent compile error in BindingService (combines diamond with a raw type reference)","2018-08-20 03:37:51"
526639,"JDT","Core","jdt-core-inbox","NEW"," ---","[inline] Inline method doesn't preserve formatting","2017-10-30 10:16:03"
18724,"JDT","Core","philippe_mulet","VERIFIED","WONTFIX","Code for the static initializer is exceeding the 65535 bytes limit","2002-06-04 11:25:36"
44506,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Type hierarchy is missing anonymous type","2003-10-10 07:25:47"
403414,"JDT","Core","jarthana","VERIFIED","DUPLICATE","Error from JavaProjectTests.testRootGetPackageFragments3","2015-12-08 03:52:47"
186833,"JDT","Core","kent_johnson","VERIFIED","FIXED","[1.5][compiler] Should detect member supertype cycle when resolved thru static import","2007-05-16 07:29:47"
371597,"JDT","Core","srikanth_sankaran","RESOLVED","DUPLICATE","Clean up: Remove unnecessary casts removes necessary casts","2012-02-15 06:28:47"
109487,"JDT","Core","jdt-core-inbox","NEW"," ---","[dom] Bindings for unbound wildcard type should be unique","2019-03-30 15:19:07"
159882,"JDT","Core","Olivier_Thomann","RESOLVED","WORKSFORME","[compiler] Eclipse .class files incompatible with Sun jdk 1.5.0.06","2006-10-06 13:29:37"
233686,"JDT","Core","david_audel","VERIFIED","INVALID","Translation Clarification - org.eclipse.jdt.doc .isv","2008-06-06 09:13:34"
546319,"JDT","Core","loskutov","VERIFIED","FIXED","ConcurrentModificationException in org.eclipse.jdt.internal.compiler.batch.ClasspathJrt.allModules()","2019-05-22 06:19:19"
73971,"JDT","Core","philippe_mulet","VERIFIED","FIXED","[1.5] Ambiguous method error with overloaded parameterized methods","2004-12-14 15:40:11"
97244,"JDT","Core","Olivier_Thomann","RESOLVED","INVALID","SuppressWarnings on locals should not influence initializer","2005-05-30 12:43:11"
135838,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[search] Improve search progress monitor label","2006-04-13 11:05:18"
33831,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","ast API: add FieldAccess.resolveFieldBinding","2003-06-05 09:44:57"
62806,"JDT","Core","philippe_mulet","RESOLVED","DUPLICATE","[1.5] Generic class not recognised as Generic","2005-01-11 11:03:03"
85900,"JDT","Core","kent_johnson","VERIFIED","FIXED","[1.5] [compiler] internal compiler reports name clash","2005-03-31 08:40:15"
429763,"JDT","Core","srikanth_sankaran","VERIFIED","FIXED","[1.8][compiler] Incompatible type specified for lambda expression's parameter","2014-03-06 22:48:25"
486415,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Error when trying to move classes to a sub-package","2017-01-16 10:05:17"
532809,"JDT","Core","tamas.szabo","VERIFIED","FIXED","Potential bug in CodeStream class","2018-05-25 00:34:11"
48523,"JDT","Core","frederic_fusier","VERIFIED","FIXED"," @throws reference incorrectly warned as not declared","2003-12-16 10:54:57"
332155,"JDT","Core","amj87.iitr","NEW"," ---","ImportRewriteAnalyzer always adds a semi-colon","2011-10-04 14:41:09"
415291,"JDT","Core","stephan.herrmann","RESOLVED","FIXED","[1.8][null] differentiate type incompatibilities due to null annotations","2019-08-07 01:44:20"
467482,"JDT","Core","register.eclipse","VERIFIED","FIXED","[null][1.8] Incorrect ""Redundant null check""-warning","2019-08-06 02:57:04"
11583,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Infinite loop in OverflowingLRUCache","2002-03-28 05:33:30"
387576,"JDT","Core","jdt-core-inbox","NEW"," ---","IllegalArgumentException on IMethodBinding.getJavaElement","2019-09-22 13:21:45"
438580,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","Autocomplete not working for method references","2014-07-01 20:49:08"
116471,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","Ambigous API definition on CompilationUnit.getPosition()","2005-11-15 13:19:25"
169995,"JDT","Core","Olivier_Thomann","CLOSED","DUPLICATE","Better location for deprecated type warning message","2010-03-18 14:08:57"
247608,"JDT","Core","Olivier_Thomann","VERIFIED","WORKSFORME","Editor cannot find te source for referenced libraries, containing a valid source location (based on an extended variable)","2010-01-25 05:51:32"
101616,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","[format] Label in code blocks format action","2005-06-24 07:43:35"
517037,"JDT","Core","stephan.herrmann","CLOSED","DUPLICATE","[9][model] Need to distinguish between source and binary modules in order to support annotations in module-info","2018-01-16 16:43:57"
68996,"JDT","Core","jdt-core-inbox","RESOLVED","INVALID","[1.5] Can only interate over an array or an instance of java.lang.Iterable","2004-10-27 06:51:09"
90902,"JDT","Core","Olivier_Thomann","RESOLVED","WORKSFORME","NPE in default binding resolver","2005-05-17 14:26:26"
125178,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[search] AIOOBE in PatternLocator when searching for dependency extent from manifest","2006-02-15 05:04:52"
540034,"JDT","Core","jdt-core-inbox","CLOSED","INVALID","JDT creates class files with version 55 (JDK 11) even if project compliance set to 1.8","2018-10-11 08:12:01"
27909,"JDT","Core","jdt-core-inbox","RESOLVED","WONTFIX","Editor reports a error information when using inner class","2009-08-30 02:34:46"
53500,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","New Test Case wizard broken","2004-03-12 04:02:23"
81706,"JDT","Core","kent_johnson","VERIFIED","FIXED","[1.5] Static import of static method produces compile error","2005-02-16 06:16:31"
423409,"JDT","Core","manpalat","VERIFIED","FIXED","[search] Search shows references to fields as potential matches","2014-10-28 02:56:23"
475726,"JDT","Core","jdt-core-inbox","VERIFIED","DUPLICATE","[formatter] Missing space after 'assert' keyword","2015-08-27 02:11:27"
525580,"JDT","Core","stephan.herrmann","VERIFIED","FIXED","[1.8] UnsupportedOperationException: no glb for [<T extends e>, [MISSING:e]] in InferenceContext18.resolve(InferenceContext18.java:1131)","2018-08-10 17:49:09"
43629,"JDT","Core","jdt-core-inbox","CLOSED","INVALID","error when calling code completion in a innerclass","2009-08-30 02:05:41"
452357,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","[jdt] NPE in ReferenceExpression.shouldGenerateImplicitLambda","2014-11-20 00:33:10"
6719,"JDT","Core","Olivier_Thomann","RESOLVED","FIXED","LocalTypeDeclaration::traverse","2002-01-11 08:56:55"
265143,"JDT","Core","jdt-core-inbox","CLOSED","DUPLICATE","NPE during rename refactoring","2009-09-04 10:08:33"
108089,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","Exception moving file from default to another package","2005-08-26 09:28:57"
157170,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","[AST visitor] Unvisited elements","2006-10-30 03:52:48"
230168,"JDT","Core","jdt-core-inbox","NEW"," ---","[search] Potential race condition in when computing JavaWorkspaceScope.enclosingPaths","2011-03-29 09:08:25"
73256,"JDT","Core","jerome_lanneluc","RESOLVED","DUPLICATE","[1.5][signature] ClassCastException in SourceType#getTypeParameterSignatures","2004-09-06 06:55:16"
96270,"JDT","Core","frederic_fusier","VERIFIED","FIXED","[javadoc] Missing Javadoc comment: 'check overriding..' should be 'off' by default","2005-05-27 10:30:21"
506640,"JDT","Core","stephan.herrmann","VERIFIED","INVALID","Eclipse batch compiler returns wrong declared fields number when using Reflection API","2017-05-09 02:19:02"
545475,"JDT","Core","jarthana","RESOLVED","FIXED","[12] Remove JCP disclaimers from code, UI and marketplace","2019-03-19 23:52:45"
32488,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Request to add/remove source folder to index should not look at active job","2003-03-10 09:46:52"
61075,"JDT","Core","kent_johnson","VERIFIED","FIXED","[Compiler] implementation uses numerous ArrayIndexOutOfBoundsException","2004-05-18 13:38:32"
84764,"JDT","Core","jdt-core-inbox","RESOLVED","DUPLICATE","NullPointerException with Annotations","2005-02-09 05:58:32"
428264,"JDT","Core","stephan.herrmann","VERIFIED","FIXED","[1.8] method reference of generic class causes problems (wrong inference result or NPE)","2014-02-21 00:12:40"
484490,"JDT","Core","stephan.herrmann","RESOLVED","DUPLICATE","[compiler][null] Compiler fails to compile an apparently valid code due to @Nullable annotation: Name clash: The method testA(Class<A>) of type C has the same erasure as testA(Class<A>) of type I but does not override it","2016-03-25 14:48:56"
531641,"JDT","Core","stephan.herrmann","VERIFIED","FIXED","NPE in SourceIndexer#indexResolvedDocument()","2018-05-09 03:29:11"
23048,"JDT","Core","Olivier_Thomann","VERIFIED","FIXED","DOM - lazy initialization of empty loop bodies causes binding resolution to fail","2002-09-19 11:08:23"
47743,"JDT","Core","jerome_lanneluc","VERIFIED","FIXED","Open type hiearchy problems [type hierarchy]","2004-02-12 11:39:03"
329226,"JDT","Core","jdt-core-inbox","NEW"," ---","[DOM/AST] Wrong synchronization in jdt.core.dom package","2015-08-19 09:26:16"
465130,"JDT","Core","stephan.herrmann","VERIFIED","DUPLICATE","[compiler][null] False positive on a « Potential null pointer access » after a continue","2015-04-30 01:25:26"
10815,"JDT","Core","kent_johnson","RESOLVED","WORKSFORME","Error message for ""incomplete path"" lacks details","2002-03-13 11:22:14"
286379,"JDT","Core","satyam.kandula","VERIFIED","FIXED","[search] Problem while searching class","2010-04-21 03:09:00"
384559,"JDT","Core","amj87.iitr","NEW"," ---","Open declaration (F3) doesn't work when a specific import is present","2019-09-17 13:43:35"
3242,"JDT","Core","philippe_mulet","RESOLVED","WONTFIX","TypeRef.getType does not work for inner types (1GCFUNT)","2009-05-22 07:01:38"
